text,label,label_name,text_original,tokenized_text,sent_token_length,sent_bert_token_length,char_count,Character Count
pero y cocina en un toque y viaja y prueba? igual le daré like 😅🤣🥳,2,Positive,Pero y Cocina en un toque y Viaja y prueba? Igual le daré like 😅🤣🥳,pero y cocina en un toque y viaja y prueba  igual le daré like 😅🤣🥳,15,16,66,66
"me encantó tu receta!!! lo dices todo tan sencillo y práctico que provocas, así que mañana yo también preparo seco de pollo, fijate q ya deje avanzado y picado los aderezos y tempranito a la olla tengo q enviar lonchera, gracias!!! 🙋‍️🤩",2,Positive,"Me encantó tu receta!!! Lo dices todo tan sencillo y práctico que provocas, así que mañana yo también preparo seco de pollo, fijate q ya deje avanzado y picado los aderezos y tempranito a la olla tengo q enviar lonchera, gracias!!! 🙋‍♀️🤩",me encantó tu receta    lo dices todo tan sencillo y práctico que provocas  así que mañana yo también preparo seco de pollo  fijate q ya deje avanzado y picado los aderezos y tempranito a la olla tengo q enviar lonchera  gracias    🙋‍️🤩,42,53,236,236
"pa concha, escritor quieres ser¿escritor de qué?",0,Negative,"pa concha, escritor quieres ser¿escritor de qué?",pa concha  escritor quieres ser¿escritor de qué ,7,11,48,48
se rifo 🤑 el color chaufa...,0,Negative,Se rifo 🤑 el color chaufa...,se rifo 🤑 el color chaufa   ,6,9,28,28
"julián , más  peruano que la papa , los anticuchos, los picarones, ceviche , etc etc etc  👏👏👏",2,Positive,"Julián , más  peruano que la papa , los anticuchos, los picarones, ceviche , etc etc etc  👏👏👏👏",julián   más  peruano que la papa   los anticuchos  los picarones  ceviche   etc etc etc  👏👏👏,18,24,93,93
"con esto, se te va el ardor al toque",2,Positive,"Con esto, se te va el ardor al toque",con esto  se te va el ardor al toque,9,10,36,36
"ojala cuando veas a algun rondero le digas en su cara , es de 👌👌🐐🐐 lanzar la piedra y esconder la mano loca resentida .",0,Negative,"Ojala cuando veas a algun rondero le digas en su cara , es de 👌👌🐐🐐 lanzar la piedra y esconder la mano loca resentida .",ojala cuando veas a algun rondero le digas en su cara   es de 👌👌🐐🐐 lanzar la piedra y esconder la mano loca resentida  ,25,27,119,119
jaja hincha?? ese gordo los mando a la banca rota 😂😂😂 y por él es q no tienen ni para la luz . ídolo crema,0,Negative,Jajajajaja hincha?? Ese gordo los mando a la banca rota 😂😂😂 y por él es q no tienen ni para la luz . Ídolo crema,jaja hincha   ese gordo los mando a la banca rota 😂😂😂 y por él es q no tienen ni para la luz   ídolo crema,25,26,106,106
tobi en el rico pachacity si hay delivery 😎😎😎 pirata pero hay,2,Positive,Tobi en el rico pachacity si hay delivery 😎😎😎 pirata pero hay ,tobi en el rico pachacity si hay delivery 😎😎😎 pirata pero hay,12,15,61,61
"amo huancayo, jauja, conception pero el soroche me mata (ida y vuelta) aún tomando mate de coca. algún día regresaré ...  🌞",2,Positive,"AMO HUANCAYO, Jauja, Conception PERO el soroche me mata (ida y vuelta) aún tomando mate de coca. Algún día regresaré ... ❤ 🌞",amo huancayo  jauja  conception pero el soroche me mata  ida y vuelta  aún tomando mate de coca  algún día regresaré      🌞,22,34,123,123
"la magia del mondongo es el tuétano de la pata de res...suaviza el mote y además el maíz es especial...tiene q ser uno pequeño y redondito😍el mejor es el mote pelado con ceniza😉  el mondongo q comiste, me recordó más al pozole(q lleva cerdo)...por ése ""juguito rojo"" ...bueno aunq tienes cacharro de fundador de huamanga...q se hace pues es lo q hay! jaja",2,Positive,"la magia del Mondongo es el tuétano de la pata de RES...suaviza el mote y además el MAÍZ ES ESPECIAL...TIENE Q SER UNO PEQUEÑO y redondito😍el mejor es el MOTE PELADO CON CENIZA😉  El Mondongo q comiste, me recordó más al POZOLE(q lleva cerdo)...por ése ""juguito rojo"" ...bueno aunq tienes CACHARRO de FUNDADOR DE HUAMANGA...q se hace pues es lo q hay! jajajajaja",la magia del mondongo es el tuétano de la pata de res   suaviza el mote y además el maíz es especial   tiene q ser uno pequeño y redondito😍el mejor es el mote pelado con ceniza😉  el mondongo q comiste  me recordó más al pozole q lleva cerdo    por ése  juguito rojo     bueno aunq tienes cacharro de fundador de huamanga   q se hace pues es lo q hay  jaja,63,96,355,355
se acabo tu batería churro!!! 😍😘😗,2,Positive,Se acabo tu batería churro!!!!! 😍😘😗,se acabo tu batería churro    😍😘😗,6,8,33,33
todos los jugadores tenían cara de choros 🤷😅😅,0,Negative,Todos los jugadores tenían cara de choros 🤷😅😅,todos los jugadores tenían cara de choros 🤷😅😅,8,9,45,45
aprende mmv miguel alfonso mimbela valles así prepara uno pal finde y deja de andar bebiendo marika!!! 💪🏾👊🏾👊🏾👊🏾 díselo felipe eusse sanchez,0,Negative,Aprende mmv Miguel Alfonso Mimbela Valles así prepara uno pal finde y deja de andar bebiendo marika!!! 💪🏾👊🏾👊🏾👊🏾 Díselo Felipe Eusse Sanchez,aprende mmv miguel alfonso mimbela valles así prepara uno pal finde y deja de andar bebiendo marika    💪🏾👊🏾👊🏾👊🏾 díselo felipe eusse sanchez,22,31,139,139
soy la fan #1 del huevo y de gaston! jiji 😀😀😁,2,Positive,Soy la fan #1 del huevo y de Gaston! Jiji 😀😀😁,soy la fan  1 del huevo y de gaston  jiji 😀😀😁,11,13,45,45
marguicha fue creciendo como una planta lozana,2,Positive,Marguicha fue creciendo como una planta lozana,marguicha fue creciendo como una planta lozana,7,10,46,46
y quizá te manden a la cárcel,0,Negative,Y quizá te manden a la cárcel,y quizá te manden a la cárcel,7,7,29,29
"él no era así, conchasumadre",0,Negative,"Él no era así, conchasumadre",él no era así  conchasumadre,5,8,28,28
y porq podrá ser congresista a lo q tu amiga la care macho no 🤣🤣,0,Negative,Y porq podrá ser congresista a lo q tu amiga la care macho no 🤣🤣,y porq podrá ser congresista a lo q tu amiga la care macho no 🤣🤣,15,15,64,64
ana valeria acosta salaverry 😂😂😂 me quedo esperándote 😂️,2,Positive,Ana Valeria Acosta Salaverry 😂😂😂 me quedo esperándote 😂❤️,ana valeria acosta salaverry 😂😂😂 me quedo esperándote 😂️,9,12,56,56
todo por el rating 🤣🤣 y los aliados del dióxido de cloro que lo miran 🤣🤣🤣🤦,0,Negative,Todo por el rating 🤣🤣 y los aliados del dióxido de cloro que lo miran 🤣🤣🤣🤦,todo por el rating 🤣🤣 y los aliados del dióxido de cloro que lo miran 🤣🤣🤣🤦,16,18,74,74
no sea conchudo,0,Negative,No sea conchudo,no sea conchudo,3,4,15,15
es una pasada que buena pinta tine no sabía llevaba huevos es toque tuyo  o en algunas partes lo ponen  saludos 😀😀😎,2,Positive,Es una pasada que buena pinta tine no sabía llevaba huevos es toque tuyo  o en algunas partes lo ponen  saludos 😀😀😎,es una pasada que buena pinta tine no sabía llevaba huevos es toque tuyo  o en algunas partes lo ponen  saludos 😀😀😎,22,25,115,115
"beto, demostrastes mucha paciencia con esa💩, la próxima lleva huevos podridos y tírale👊",0,Negative,"Beto, demostrastes mucha paciencia con esa💩, la próxima lleva huevos podridos y tírale👊",beto  demostrastes mucha paciencia con esa💩  la próxima lleva huevos podridos y tírale👊,13,19,87,87
no compares a mi amor  katy perry  con ese sujeto como es q se llama baboni 🤔🤡,0,Negative,No compares a mi amor  Katy Perry  con ese sujeto como es q se llama baboni 🤔🤡,no compares a mi amor  katy perry  con ese sujeto como es q se llama baboni 🤔🤡,17,21,78,78
que lindooo estefania lo maximo ayacucho es lindo 😍 y pampas de la quinua es recontrapaja tengo que volver de cajon,2,Positive,Que lindooo estefania lo maximo ayacucho es lindo 😍 y pampas de la quinua es recontrapaja tengo que volver de cajon,que lindooo estefania lo maximo ayacucho es lindo 😍 y pampas de la quinua es recontrapaja tengo que volver de cajon,21,30,115,115
"gente conchuda sinvergüenza... qué hace el gobierno porque no sacan a toda esa gente de mal vivir, solo sabes hacer maldades donde vayan 🤬🤬🤬",0,Negative,"Gente conchuda sinvergüenza.... Qué hace el gobierno porque no sacan a toda esa gente de mal vivir, solo sabes hacer maldades donde vayan 🤬🤬🤬",gente conchuda sinvergüenza    qué hace el gobierno porque no sacan a toda esa gente de mal vivir  solo sabes hacer maldades donde vayan 🤬🤬🤬,24,27,140,140
y las fijas de ayacucho ooo 😢😢😢y las fijas de ayacucho?,0,Negative,Y las fijas de ayacucho oooooo 😢😢😢😢😢😢😢😢y las fijas de ayacucho?,y las fijas de ayacucho ooo 😢😢😢y las fijas de ayacucho ,11,18,55,55
"me muerooo 😭😭😭... tamal, carapulcra, alfajores, raspadilla, emoliente y picaroneeesss!!! ahora si ""no me simpatizan""!!! 😭😭😭😍",0,Negative,"Me mueroooo 😭😭😭... Tamal, Carapulcra, Alfajores, Raspadilla, Emoliente y Picaroneeeessss!!!!! Ahora si ""no me simpatizan""!!!!!!!!!!!!!! 😭😭😭😭😭😭😍",me muerooo 😭😭😭    tamal  carapulcra  alfajores  raspadilla  emoliente y picaroneeesss    ahora si  no me simpatizan     😭😭😭😍,16,34,124,124
porfavor me pueden decir donde queda el chinito.  para comer chicharrón y costillas y tamal.  la fireccion porfavor 🙏🙏🙏,1,Neutral,porfavor me pueden decir donde queda EL Chinito.  para comer chicharrón y costillas y tamal.  la fireccion porfavor 🙏🙏🙏🙏,porfavor me pueden decir donde queda el chinito   para comer chicharrón y costillas y tamal   la fireccion porfavor 🙏🙏🙏,19,27,119,119
"ojalá no te chupes spencer, denúncialos así enseñas y animas a muchos usuarios a hacerlo!! 👍👍",1,Neutral,"Ojalá no te chupes Spencer, DENÚNCIALOS así enseñas y animas a muchos usuarios a hacerlo!! 👍👍",ojalá no te chupes spencer  denúncialos así enseñas y animas a muchos usuarios a hacerlo   👍👍,16,24,93,93
estás reporteras franeleando a la tilín... cuando ha sido exitosa está alucinada.. siempre ha sido relleno de programas...como conductora...mejor que se ponga a mover la colita que eso lo ha hecho siempre 🤣🤣🤣,0,Negative,Estás reporteras franeleando a la tilín... cuando ha Sido exitosa está alucinada.. siempre ha Sido relleno de programas...como conductora...mejor que se ponga a mover la colita que eso lo ha hecho siempre 🤣🤣🤣🤣,estás reporteras franeleando a la tilín    cuando ha sido exitosa está alucinada   siempre ha sido relleno de programas   como conductora   mejor que se ponga a mover la colita que eso lo ha hecho siempre 🤣🤣🤣,33,46,208,208
por q no vienen a tumbes 😢,0,Negative,Por q no vienen a tumbes 😢,por q no vienen a tumbes 😢,7,8,26,26
lo bueno que el culo saca cara por ti porque el caramelo parece de cianuro 😖😖,0,Negative,Lo bueno que el culo saca cara por ti porque el caramelo parece de cianuro 😖😖,lo bueno que el culo saca cara por ti porque el caramelo parece de cianuro 😖😖,16,18,77,77
jely me representa ... tbn me da flojera y mas que todo siempre me voy en floro 🤣😂🤣,0,Negative,Jely me representa .... tbn me da flojera y mas que todo siempre me voy en floro 🤣😂🤣,jely me representa     tbn me da flojera y mas que todo siempre me voy en floro 🤣😂🤣,18,21,83,83
mavila hizo puré de chupamedias 😝 creo que es la mejor entrevista de toda su carrera.,2,Positive,Mavila hizo puré de chupamedias 😝 creo que es la mejor entrevista de toda su carrera.,mavila hizo puré de chupamedias 😝 creo que es la mejor entrevista de toda su carrera ,16,19,85,85
solo te gusta cacharme,0,Negative,Solo te gusta cacharme,solo te gusta cacharme,4,5,22,22
"💩🤬🤮pnp 🤬🤮💩 policía nacional del peru 💩🤮🤬vagos , rateros , coimeros , sin educación sin preparacion sin estudios sin profesion 🤮🤬💩perros y perras del gobierno , vividores del estado , pnp💩🤬🤮policia nacional del peru, 💩🤮 vergüenza nacional 🤮💩🤮",0,Negative,"💩🤬🤮PNP 🤬🤮💩 POLICÍA NACIONAL DEL PERU 💩🤮🤬VAGOS , RATEROS , COIMEROS , SIN EDUCACIÓN SIN PREPARACION SIN ESTUDIOS SIN PROFESION 🤮🤬💩PERROS Y PERRAS DEL GOBIERNO , VIVIDORES DEL ESTADO , PNP💩🤬🤮POLICIA NACIONAL DEL PERU, 💩🤮 VERGÜENZA NACIONAL 🤮💩🤮",💩🤬🤮pnp 🤬🤮💩 policía nacional del peru 💩🤮🤬vagos   rateros   coimeros   sin educación sin preparacion sin estudios sin profesion 🤮🤬💩perros y perras del gobierno   vividores del estado   pnp💩🤬🤮policia nacional del peru  💩🤮 vergüenza nacional 🤮💩🤮,38,48,241,241
